	Name	main_news	tagged_news
213	GOOGL	"Google Executives Got Discounts From Government on Fuel for Private Aircraft: Google executives paid below market rates for fuel purchased from the Defense Department for their nine private aircraft, a report from NASA’s inspector general says."	Facebook to Join S.&P. 500: Facebook stock jumped close to 4 percent in after-hours trading on news that it would join the Standard & Poor’s 500-stock index at the end of next week.
215	GOOGL	"Behind the Cover Story: Adam Fisher on Google’s Map of the World: A Q. and A. with the writer of our cover story, who went on a Google Street View expedition."	Creating Experiences to Sell Gadgets: Many consumer electronic companies are taking Apple’s cue in establishing their own retail stores that serve as emporiums of cool.
216	GOOGL	"Fewer Gmail Users Are Opening Retailers’ Messages This Shopping Season: Changes to Gmail are challenging e-commerce marketers this holiday shopping season, by cloaking information about who opens retailers’ emails and driving down the number of people who open them in the first place."	
218	GOOGL	"Government Requests to Remove Online Material Increase at Google: Data from Google’s transparency report shows a rise in government requests to remove online material, often from officials trying to expunge critical information about themselves, including some in the United States."	
219	GOOGL	"Google Back in Europe’s Antitrust Sights: The European Union’s competition commissioner had agreed in October to a tentative resolution of antitrust concerns, but says now the concessions “are not acceptable.”"	
222	GOOGL	"Google Penalizes Rap Genius for Gaming Search Rank: The site rapgenius.com, which offers annotated song lyrics, acknowledged that it had violated Google’s rules regarding optimizing search results."	
232	GOOGL	Gmail Plans to Allow Google Plus Users to Send Anyone an Email: A change to Gmail that would allow people to use Google Plus to send emails even if they do not know the recipient’s email address provoked criticism from people who said they did not want their inboxes accessible by default.	Tech Companies and White House Discuss Surveillance Reform: The gathering was part of a series of White House meetings before the president proposes reforms to national security surveillance.
233	GOOGL	"For Google, a Toehold Into Goods for a Home: The $3.2 billion deal for Nest Labs, which is led by former Apple engineers, will expand the technology giant’s portfolio of consumer goods."	"Printing the Windows 8 Calendar: The Windows 8 Calendar app takes a little extra work to print because it cannot do so from the Devices charm, which allows users to quickly send information to other devices."
234	GOOGL	"Google Effect Stirs Several Stocks: A day after Google’s $3.2 billion deal for Nest Labs, the share prices of several companies with related technologies surged."	
235	GOOGL	"A Case of Mistaken Identity Sends a Worthless Stock Soaring: After Google announced it was buying Nest Labs on Monday, shares jumped for a stock with the ticker symbol NEST — a different, and defunct, company."	"HarperCollins to Publish New Novels by James Frey: Mr. Frey, whose 2003 memoir was excoriated for embellishing the truth, will write three novels in a series that will include other written and digital material."
238	GOOGL	"Search for the ‘Next Big Thing’ Yields Soaring Valuations: Everyone wins in technology deals like Google’s $3.2 billion purchase of Nest Labs, at least until the bubble bursts, the Deal Professor writes."	Activists Accuse Tech Community of Throwing San Francisco Under the Bus: The fight over where the tech buses should load passengers is likely to flare up again Tuesday as San Francisco transit officials struggle to find a solution.
240	GOOGL	"Google Tools for Globetrotters: Here’s a guide to some of the search giant’s products that could help travelers, from Glass to Voice Search to Gmail Offline."	
241	GOOGL	"Google Pushes Back Against Data Localization: Though Microsoft allows customers to choose to store their data outside the United States, Google has warned against data localization and said it would be nearly impossible to carry out."	"The Source | Aaron Koblin in Conversation With Doug Aitken: In our latest installment of this exclusive series of interviews by Doug Aitken, the artist interviews the digital media and visualization artist Aaron Koblin."
242	GOOGL	Google and Samsung Sign Broad Cross-Licensing Agreement: The pact bolsters ties between the two main powers behind the global dominance of the Android operating system for smartphones.	"U.S. Relaxes Some Data Disclosure Rules: The Obama administration will allow Internet companies to talk more specifically about when they are forced to turn over customer data to the government, the Justice Department said."
243	GOOGL	"Did Big Internet Companies Handicap Start-Ups in FISA Rule Changes?: A small but significant caveat, in a new agreement brokered between the Obama administration and Google, Facebook, Yahoo and Microsoft could cast a long shadow over America’s technology start-ups."	"Daily Report: U.S. Eases Some Rules on Data Disclosure: The Obama administration will allow Internet companies to talk more specifically about when they are forced to turn over customer data to government agents, the Justice Department said Monday."
244	GOOGL	Did Google Really Lose on Its Original Motorola Deal?: Breaking down the admittedly messy math for the original Motorola deal shows that Google didn’t exactly lose nearly $10 billion on that transaction.	
245	GOOGL	"Daily Report: Cutting Losses, Google to Sell Motorola Unit: The deal is not a total financial loss for Google, which retains patents worth billions of dollars, but it is a sign of the fits and starts the company is experiencing as it navigates business in the mobile age."	"Lenovo’s Merger Spree Challenges Investors’ Faith: Lenovo’s recently announced acquisitions of two unprofitable businesses show some strategic logic, but shareholders have little way of working out whether the deals stack up, Ethan Bilby and Peter Thal Larsen write in Reuters Breakingviews."
